QuestionId,QuestionTitle,QuestionBody,Tags,AnswerId,AnswerBody
"4651437","How do I set a variable to the output of a command in Bash?","<p>I have a pretty simple script that is something like the following:</p>

<pre><code>#!/bin/bash

VAR1=""$1""
MOREF='sudo run command against $VAR1 | grep name | cut -c7-'

echo $MOREF
</code></pre>

<p>When I run this script from the command line and pass it the arguments, I am not getting any output.  However, when I run the commands contained within the <code>$MOREF</code> variable, I am able to get output.</p>

<p>How can one take the results of a command that needs to be run within a script, save it to a variable, and then output that variable on the screen?</p>
","<bash><shell><command-line>","4651495","<p>In addition to backticks <code>`command`</code>, <a href=""http://www.gnu.org/software/bash/manual/bashref.html#Command-Substitution"" rel=""noreferrer"">command substitution</a> can be done with <code>$(command)</code> or <code>&quot;$(command)&quot;</code>, which I find easier to read, and allows for nesting.</p>
<pre><code>OUTPUT=&quot;$(ls -1)&quot;
echo &quot;${OUTPUT}&quot;

MULTILINE=&quot;$(ls \
   -1)&quot;
echo &quot;${MULTILINE}&quot;
</code></pre>
<p>Quoting (<code>&quot;</code>) does matter to preserve <strong>multi-line variable values</strong> and it is safer to use with whitespace and special characters such as (<code>*</code>) and therefore advised; it is, however, optional on the right-hand side of an assignment when <a href=""https://www.gnu.org/savannah-checkouts/gnu/bash/manual/bash.html#Shell-Parameters"" rel=""noreferrer"">word splitting is not performed</a>, so <code>OUTPUT=$(ls -1)</code> would work fine.</p>
"
"3601515","How to check if a variable is set in Bash","<p>How do I know if a variable is set in Bash?</p>

<p>For example, how do I check if the user gave the first parameter to a function?</p>

<pre><code>function a {
    # if $1 is set ?
}
</code></pre>
","<bash><shell><variables>","13864829","<h2>(Usually) The right way</h2>
<pre><code>if [ -z ${var+x} ]; then echo &quot;var is unset&quot;; else echo &quot;var is set to '$var'&quot;; fi
</code></pre>
<p>where <code>${var+x}</code> is a <a href=""http://pubs.opengroup.org/onlinepubs/9699919799/utilities/V3_chap02.html#tag_18_06_02"" rel=""noreferrer"">parameter expansion</a> which evaluates to nothing if <code>var</code> is unset, and substitutes the string <code>x</code> otherwise.</p>
<h3>Quotes Digression</h3>
<p>Quotes can be omitted (so we can say <code>${var+x}</code> instead of <code>&quot;${var+x}&quot;</code>) because this syntax &amp; usage guarantees this will only expand to something that does not require quotes (since it either expands to <code>x</code> (which contains no word breaks so it needs no quotes), or to nothing (which results in <code>[ -z  ]</code>, which conveniently evaluates to the same value (true) that <code>[ -z &quot;&quot; ]</code> does as well)).</p>
<p>However, while quotes can be safely omitted, and it was not immediately obvious to all (it wasn't even apparent to <a href=""https://stackoverflow.com/users/2255628/destiny-architect"">the first author of this quotes explanation</a> who is also a major Bash coder), it would sometimes be better to write the solution with quotes as <code>[ -z &quot;${var+x}&quot; ]</code>, at the very small possible cost of an O(1) speed penalty.  The first author also added this as a comment next to the code using this solution giving the URL to this answer, which now also includes the explanation for why the quotes can be safely omitted.</p>
<h2>(Often) The wrong way</h2>
<pre><code>if [ -z &quot;$var&quot; ]; then echo &quot;var is blank&quot;; else echo &quot;var is set to '$var'&quot;; fi
</code></pre>
<p>This is often wrong because it doesn't distinguish between a variable that is unset and a variable that is set to the empty string. That is to say, if <code>var=''</code>, then the above solution will output &quot;var is blank&quot;.</p>
<p>The distinction between unset and &quot;set to the empty string&quot; is essential in situations where the user has to specify an extension, or additional list of properties, and that not specifying them defaults to a non-empty value, whereas specifying the empty string should make the script use an empty extension or list of additional properties.</p>
<p>The distinction may not be essential in every scenario though. In those cases  <code>[ -z &quot;$var&quot; ]</code> will be just fine.</p>
"
"835501","How do you stash an untracked file?","<p>I have changes to a file, plus a new file, and would like to use git stash to put them away while I switch to another task.  But git stash by itself stashes only the changes to the existing file; the new file remains in my working tree, cluttering up my future work.  How do I stash this untracked file?</p>
","<git><git-stash>","835561","<p>To stash your working directory including untracked files (especially those that are in the <code>.gitignore</code>) then you probably want to use this cmd:</p>
<pre class=""lang-bash prettyprint-override""><code>git stash --include-untracked
</code></pre>
<p>Alternatively, you can use the shorthand <code>-u</code> instead of <code>--include-untracked</code>, or simply <code>git stash --all</code> (see warning below for this one) which stashes all files, including <strong>untracked</strong> and <strong>ignored</strong> files. This behaviour changed in 2018, so make sure your git is up to date.</p>
<hr />
<p><strong>Warning: there seems to be (or have been) situations in which contents of ignored directories could be deleted permanently. <a href=""http://web.archive.org/web/20140310215100/http://blog.icefusion.co.uk:80/git-stash-can-delete-ignored-files-git-stash-u/"" rel=""noreferrer"">See this archived website for more information</a></strong>.</p>
"
"5097456","Throw away local commits in Git","<p>Due to some bad cherry-picking, my local Git repository is currently five commits ahead of the origin, and not in a good state. I want to get rid of all these commits and start over again.</p>

<p>Obviously, deleting my working directory and re-cloning would do it, but downloading everything from GitHub again seems like overkill, and not a good use of my time.</p>

<p>Maybe <code>git revert</code> is what I need, but I don't want to end up <em>10</em> commits ahead of the origin (or even six), even if it does get the code itself back to the right state. I just want to pretend the last half-hour never happened.</p>

<p>Is there a simple command that will do this? It seems like an obvious use case, but I'm not finding any examples of it.</p>

<hr>

<p>Note that this question is specifically about <em>commits</em>, <em>not</em> about:</p>

<ul>
<li>untracked files</li>
<li>unstaged changes</li>
<li>staged, but uncommitted changes</li>
</ul>
","<git>","5097495","<p>If your excess commits are only visible to you, you can just do 
<code>git reset --hard origin/&lt;branch_name&gt;</code> 
to move back to where the origin is. This will reset the state of the repository to the previous commit, and it will discard all local changes.</p>

<p>Doing a <code>git revert</code> makes <em>new</em> commits to remove <em>old</em> commits in a way that keeps everyone's history sane.</p>
"
"10312521","How do I fetch all Git branches?","<p>I cloned a Git repository containing many branches. However, <code>git branch</code> only shows one:</p>
<pre><code>$ git branch
* master
</code></pre>
<p>How would I pull all the branches locally so when I do <code>git branch</code>, it shows the following?</p>
<pre><code>$ git branch
* master
* staging
* etc...
</code></pre>
","<git><branch><git-branch>","10312587","<h3>TL;DR answer</h3>
<pre class=""lang-bash prettyprint-override""><code>git branch -r \
  | grep -v '\-&gt;' \
  | sed &quot;s,\x1B\[[0-9;]*[a-zA-Z],,g&quot; \
  | while read remote; do \
      git branch --track &quot;${remote#origin/}&quot; &quot;$remote&quot;; \
    done
git fetch --all
git pull --all
</code></pre>
<p><em>(<code>grep -v</code> matches the inverse of given string; <code>sed</code> removes control sequences: <code>\x1B</code> matches <kbd>esc</kbd>)</em></p>
<p>(It seems that pull fetches all branches from all remotes, but I always fetch first just to be sure.)</p>
<p>Run the first command only if there are remote branches on the server that aren't tracked by your local branches.</p>
<h3>Complete answer</h3>
<p>You can fetch all branches from all remotes like this:</p>
<pre><code>git fetch --all
</code></pre>
<p>It's basically a <a href=""https://www.atlassian.com/git/tutorials/syncing/git-fetch"" rel=""noreferrer"">power move</a>.</p>
<p><code>fetch</code> updates local copies of remote branches so this is always safe for your local branches <strong>BUT</strong>:</p>
<ol>
<li><p><code>fetch</code> will not <strong>update</strong> local branches (which <strong>track</strong> remote branches); if you want to update your local branches you still need to pull every branch.</p>
</li>
<li><p><code>fetch</code> will not <strong>create</strong> local branches (which <strong>track</strong> remote branches), you have to do this manually. If you want to list all remote branches:
<code>git branch -a</code></p>
</li>
</ol>
<p>To <strong>update</strong> local branches which track remote branches:</p>
<pre><code>git pull --all
</code></pre>
<p>However, this can be still insufficient. It will work only for your local branches which track remote branches. To track all remote branches execute this oneliner <strong>BEFORE</strong> <code>git pull --all</code>:</p>
<pre class=""lang-bash prettyprint-override""><code>git branch -r | grep -v '\-&gt;' | sed &quot;s,\x1B\[[0-9;]*[a-zA-Z],,g&quot; | while read remote; do git branch --track &quot;${remote#origin/}&quot; &quot;$remote&quot;; done
</code></pre>
<p>P.S. AFAIK <code>git fetch --all</code> and <code>git remote update</code> are equivalent.</p>
<hr />
<hr />
<p>Kamil Szot's <a href=""https://stackoverflow.com/questions/10312521/how-to-fetch-all-git-branches#comment27984640_10312587"">comment</a>, which folks have found useful.</p>
<blockquote>
<p>I had to use:</p>
<pre><code>for remote in `git branch -r`; do git branch --track ${remote#origin/} $remote; done
</code></pre>
<p>because your code created local branches named <code>origin/branchname</code> and
I was getting &quot;refname 'origin/branchname' is ambiguous whenever I
referred to it.</p>
</blockquote>
"
"17563726","How can I see the changes in a Git commit?","<p>When I do <code>git diff COMMIT</code> I see the changes between that commit and HEAD (as far as I know), but I would like to see the changes that were made by that single commit.</p>

<p>I haven't found any obvious options on <code>diff</code> / <code>log</code> that will give me that output.</p>
","<git><version-control><diff><git-diff>","17563740","<p>To see the diff for a particular <code>COMMIT</code> hash, where <code>COMMIT</code> is the hash of the commit:</p>
<p><code>git diff COMMIT~ COMMIT</code> will show you the difference between that <code>COMMIT</code>'s ancestor and the <code>COMMIT</code>. See the man pages for <a href=""http://jk.gs/git-diff.html"" rel=""noreferrer"">git diff</a> for details about the command and <a href=""http://jk.gs/gitrevisions.html"" rel=""noreferrer"">gitrevisions</a> about the <code>~</code> notation and its friends.</p>
<p>Alternatively, <code>git show COMMIT</code> will do something very similar. (The commit's data, including its diff - but not for merge commits.) See the <a href=""http://jk.gs/git-show.html"" rel=""noreferrer"">git show manpage</a>.</p>
<p>(also <code>git diff COMMIT</code> will show you the difference between that <code>COMMIT</code> and the head.)</p>
"
"8880603","Loop through an array of strings in Bash?","<p>I want to write a script that loops through 15 strings (array possibly?) Is that possible?</p>

<p>Something like:</p>

<pre><code>for databaseName in listOfNames
then
  # Do something
end
</code></pre>
","<arrays><bash><shell>","8880633","<p>You can use it like this:</p>

<pre><code>## declare an array variable
declare -a arr=(""element1"" ""element2"" ""element3"")

## now loop through the above array
for i in ""${arr[@]}""
do
   echo ""$i""
   # or do whatever with individual element of the array
done

# You can access them using echo ""${arr[0]}"", ""${arr[1]}"" also
</code></pre>

<p>Also works for multi-line array declaration</p>

<pre><code>declare -a arr=(""element1"" 
                ""element2"" ""element3""
                ""element4""
                )
</code></pre>
"
"822811","Showing which files have changed between two revisions","<p>I want to merge two branches that have been separated for a while and wanted to know which files have been modified.</p>
<p>Came across this link: <a href=""https://web.archive.org/web/20180830081303/http://linux.yyz.us/git-howto.html"" rel=""noreferrer"">http://linux.yyz.us/git-howto.html</a> (moved to web.archive.org) which was quite useful.</p>
<p>The tools to compare branches I've come across are:</p>
<ul>
<li><code>git diff master..branch</code></li>
<li><code>git log master..branch</code></li>
<li><code>git shortlog master..branch</code></li>
</ul>
<p>Was wondering if there's something like &quot;git status master..branch&quot; to only see those files that are different between the two branches.</p>
<p>Without creating a new tool, I think this is the closest you can get to do that now (which of course will show repeats if a file was modified more than once):</p>
<ul>
<li><code>git diff master..branch | grep &quot;^diff&quot;</code></li>
</ul>
<p>Was wondering if there's something I missed...</p>
","<git><branch><git-branch><git-diff>","822859","<p>To compare the current branch against <code>main</code> branch:</p>
<pre><code>$ git diff --name-status main
</code></pre>
<p>To compare any two branches:</p>
<pre><code>$ git diff --name-status firstbranch..yourBranchName
</code></pre>
<p>There are more options to <code>git diff</code> in the <a href=""https://git-scm.com/docs/git-diff"" rel=""noreferrer"">official documentation</a> (and specifically the <a href=""https://git-scm.com/docs/git-diff#Documentation/git-diff.txt---name-status"" rel=""noreferrer""><code>--name-status</code></a> option).</p>
"
"12481639","Remove file from latest commit","<p>How do I remove a file from the latest commit?</p>
","<git><git-commit>","15321456","<p>I think other answers here are wrong, because this is a question of moving the mistakenly committed files back to the staging area from the previous commit, without cancelling the changes done to them. This can be done like Paritosh Singh suggested:</p>
<pre><code>git reset --soft HEAD^ 
</code></pre>
<p>or</p>
<pre><code>git reset --soft HEAD~1
</code></pre>
<p>Then reset the unwanted files in order to leave them out from the commit (the old way):</p>
<pre><code>git reset HEAD path/to/unwanted_file
</code></pre>
<p>Note, that since Git <code>2.23.0</code> one can (<strong>the new way</strong>):</p>
<pre><code>git restore --staged path/to/unwanted_file
</code></pre>
<p>Now commit again, you can even re-use the same commit message:</p>
<pre><code>git commit -c ORIG_HEAD  
</code></pre>
<p><strong>EDIT</strong>: The easiest way to do this is to use e.g. <code>git gui</code>. Just select <code>Commit =&gt; Amend Last Commit</code> and simply uncheck the desired file from the commit and click <code>Commit</code>.</p>
"
"2016901","How to list unpushed Git commits (local but not on origin)","<p>How can I view any local commits I've made, that haven't yet been pushed to the remote repository? Occasionally, <code>git status</code> will print out that my branch is X commits ahead of <code>origin/master</code>, but not always.</p>

<p>Is this a bug with my install of Git, or am I missing something?</p>
","<git><git-commit><git-diff><git-log>","2016954","<p>This gives a log of all commits between origin/master and HEAD:</p>
<pre><code>git log origin/master..HEAD
</code></pre>
<p>When HEAD is on the master branch, this gives a log of unpushed commits.</p>
<hr />
<p>Similarly, to view the diff:</p>
<pre><code>git diff origin/master..HEAD
</code></pre>
"
"7726949","Remove tracking branches no longer on remote","<p>Is there a simple way to delete all tracking branches whose remote equivalent no longer exists?</p>

<p>Example:</p>

<p>Branches (local and remote)</p>

<ul>
<li>master</li>
<li>origin/master</li>
<li>origin/bug-fix-a</li>
<li>origin/bug-fix-b</li>
<li>origin/bug-fix-c</li>
</ul>

<p>Locally, I only have a master branch. Now I need to work on <em>bug-fix-a</em>, so I check it out, work on it, and push changes to the remote. Next I do the same with <em>bug-fix-b</em>.</p>

<p>Branches (local and remote)</p>

<ul>
<li>master</li>
<li>bug-fix-a</li>
<li>bug-fix-b</li>
<li>origin/master</li>
<li>origin/bug-fix-a</li>
<li>origin/bug-fix-b</li>
<li>origin/bug-fix-c</li>
</ul>

<p>Now I have local branches <em>master</em>, <em>bug-fix-a</em>, <em>bug-fix-b</em>. The Master branch maintainer will merge my changes into <em>master</em> and delete all branches he has already merged.</p>

<p>So the current state is now:</p>

<p>Branches (local and remote)</p>

<ul>
<li>master</li>
<li>bug-fix-a</li>
<li>bug-fix-b</li>
<li>origin/master</li>
<li>origin/bug-fix-c</li>
</ul>

<p>Now I would like to call some command to delete branches (in this case <em>bug-fix-a</em>, <em>bug-fix-b</em>), which are no longer represented in the remote repository.</p>

<p>It would be something like the existing command <code>git remote prune origin</code>, but more like <code>git local prune origin</code>.</p>
","<git><git-branch>","28464339","<p><code>git remote prune origin</code> prunes tracking branches not on the remote.</p>

<p><code>git branch --merged</code> lists branches that have been merged into the current branch.</p>

<p><code>xargs git branch -d</code> deletes branches listed on standard input.</p>

<p>Be careful deleting branches listed by <code>git branch --merged</code>. The list could include <code>master</code> or other branches you'd prefer not to delete.</p>

<p>To give yourself the opportunity to edit the list before deleting branches, you could do the following in one line:</p>

<pre><code>git branch --merged &gt;/tmp/merged-branches &amp;&amp; \
  vi /tmp/merged-branches &amp;&amp; xargs git branch -d &lt;/tmp/merged-branches
</code></pre>
"
"1425892","How do you merge two Git repositories?","<p>Consider the following scenario:</p>

<p>I have developed a small experimental project A in its own Git repo. It has now matured, and I'd like A to be part of larger project B, which has its own big repository. I'd now like to add A as a subdirectory of B.</p>

<p>How do I merge A into B, without losing history on any side?</p>
","<git><merge><repository><git-subtree>","14992078","<p>A single branch of another repository can be easily placed under a subdirectory retaining its history. For example:</p>

<pre><code>git subtree add --prefix=rails git://github.com/rails/rails.git master
</code></pre>

<p>This will appear as a single commit where all files of Rails master branch are added into ""rails"" directory.
However the commit's title contains a reference to the old history tree:</p>

<blockquote>
  <p>Add 'rails/' from commit <code>&lt;rev&gt;</code></p>
</blockquote>

<p>Where <code>&lt;rev&gt;</code> is a SHA-1 commit hash. You can still see the history, blame some changes.</p>

<pre><code>git log &lt;rev&gt;
git blame &lt;rev&gt; -- README.md
</code></pre>

<p>Note that you can't see the directory prefix from here since this is an actual old branch left intact.
You should treat this like a usual file move commit: you will need an extra jump when reaching it.</p>

<pre><code># finishes with all files added at once commit
git log rails/README.md

# then continue from original tree
git log &lt;rev&gt; -- README.md
</code></pre>

<p>There are more complex solutions like doing this manually or rewriting the history as described in other answers.</p>

<p>The git-subtree command is a part of official git-contrib, some packet managers install it by default (OS X Homebrew).
But you might have to install it by yourself in addition to git.</p>
"
"4099742","How to compare files from two different branches","<p>I have a script that works fine in one branch and is broken in another. I want to look at the two versions side-by-side and see what's different. Is there a way to do this?</p>
<p><strong>To be clear</strong> I'm not looking for a compare tool (I use <a href=""https://en.wikipedia.org/wiki/Beyond_Compare"" rel=""noreferrer"">Beyond Compare</a>). I'm looking for a Git diff command that will allow me to compare the master version to my current branch version to see what has changed. I'm not in the middle of a merge or anything. I just want to say something like</p>
<pre><code>git diff mybranch/myfile.cs master/myfile.cs
</code></pre>
","<git><git-diff>","4099805","<p><code>git diff</code> can show you the difference between two commits:</p>
<pre><code>git diff mybranch master -- myfile.cs
</code></pre>
<p>Or, equivalently:</p>
<pre><code>git diff mybranch..master -- myfile.cs
</code></pre>
<p>Note you must specify the relative path to the file. So if the file were in the src directory, you'd say <code>src/myfile.cs</code> instead of <code>myfile.cs</code>.</p>
<p>Using the latter syntax, if either side is <code>HEAD</code> it may be omitted (e.g., <code>master..</code> compares <code>master</code> to <code>HEAD</code>).</p>
<p>You may also be interested in <code>mybranch...master</code> (from <a href=""https://git-scm.com/docs/git-diff"" rel=""noreferrer""><code>git diff</code> documentation</a>):</p>
<blockquote>
<p>This form is to view the changes on the branch containing and up to the second <code>&lt;commit&gt;</code>, starting at a common ancestor of both <code>&lt;commit&gt;</code>. <code>git diff A...B</code> is equivalent to <code>git diff $(git-merge-base A B) B</code>.</p>
</blockquote>
<p>In other words, this will give a diff of changes in <code>master</code> since it diverged from <code>mybranch</code> (but without new changes since then in <code>mybranch</code>).</p>
<hr />
<p>In all cases, the <code>--</code> separator before the file name indicates the end of command line flags (mind the space between the separator and the filename). This is optional unless Git will get confused if the argument refers to a commit or a file, but including it is not a bad habit to get into. See <a href=""https://stackoverflow.com/questions/13321458/meaning-of-git-checkout-double-dashes/13321491#13321491"">Dietrich Epp's answer to <em>Meaning of Git checkout double dashes</em></a> for a few examples.</p>
<hr />
<p>The same arguments can be passed to <code>git difftool</code> if you have one configured.</p>
"
"169511","How do I iterate over a range of numbers defined by variables in Bash?","<p>How do I iterate over a range of numbers in Bash when the range is given by a variable?</p>
<p>I know I can do this (called &quot;sequence expression&quot; in the Bash <a href=""http://www.gnu.org/software/bash/manual/bashref.html#Brace-Expansion"" rel=""noreferrer"">documentation</a>):</p>
<pre><code>for i in {1..5}; do echo $i; done
</code></pre>
<p>Which gives:</p>
<blockquote>
<p>1 <br/>
2 <br/>
3 <br/>
4 <br/>
5</p>
</blockquote>
<p>Yet, how can I replace either of the range endpoints with a variable? This doesn't work:</p>
<pre><code>END=5
for i in {1..$END}; do echo $i; done
</code></pre>
<p>Which prints:</p>
<blockquote>
<p>{1..5}</p>
</blockquote>
","<bash><shell><for-loop><syntax>","169517","<pre><code>for i in $(seq 1 $END); do echo $i; done</code></pre>

<p>edit: I prefer <code>seq</code> over the other methods because I can actually remember it ;)</p>
"
"2518127","How to reload .bashrc settings without logging out and back in again?","<p>If I make changes to <code>.bashrc</code>, how do I reload it without logging out and back in?</p>
","<bash><shell><terminal><reload><profile>","2518150","<p>You can enter the long form command:</p>
<pre><code>source ~/.bashrc
</code></pre>
<p>or you can use the shorter version of the command:</p>
<pre><code>. ~/.bashrc
</code></pre>
"
"1987926","How do I recursively grep all directories and subdirectories?","<p>How do I recursively <code>grep</code> all directories and subdirectories?</p>

<pre><code>find . | xargs grep ""texthere"" *
</code></pre>
","<linux><unix><grep>","1987928","<pre><code>grep -r ""texthere"" .
</code></pre>

<p>The first parameter represents the regular expression to search for, while the second one represents the directory that should be searched. In this case, <code>.</code> means the current directory.</p>

<p>Note: This works for GNU grep, and on some platforms like Solaris you must specifically use GNU grep as opposed to legacy implementation.  For Solaris this is the <code>ggrep</code> command.   </p>
"
"11369375","How can I delete all of my Git stashes at once?","<p>How can I delete all of my <a href=""https://en.wikipedia.org/wiki/Git"" rel=""noreferrer"">Git</a> stashes at once?</p>
<p>Specifically I mean, with typing in one command.</p>
","<git><git-stash>","11369406","<p>The following command deletes all your stashes:</p>
<pre><code>git stash clear
</code></pre>
<p>From the <a href=""http://www.kernel.org/pub/software/scm/git/docs/git-stash.html"" rel=""noreferrer"">git documentation</a>:</p>
<blockquote>
<p><strong><code>clear</code></strong></p>
<p>Remove all the stashed states.</p>
<p><strong>IMPORTANT WARNING:</strong> Those states will then be subject to pruning, and may be impossible to recover (...).</p>
</blockquote>
"
"15772134","Can I delete (or undo) a git commit but keep the changes?","<p>In one of my development branches, I made some changes to my codebase. Before I was able to complete the features I was working on, I had to switch my current branch to master to demo some features. But just using a ""git checkout master"" preserved the changes I also made in my development branch, thus breaking some of the functionality in master. So what I did was commit the changes on my development branch with a commit message ""temporary commit"" and then checkout master for the demo.</p>

<p>Now that I'm done with the demo and back to work on my development branch, I would like to remove the ""temporary commit"" that I made while still preserving the changes I made. Is that possible?</p>
","<git><undo><git-reset>","15772171","<p>It's as simple as this:</p>
<pre><code>git reset HEAD^
</code></pre>
<p>Note: some shells treat <code>^</code> as a special character (for example some Windows shells or <a href=""http://bewatermyfriend.org/p/2016/002/"" rel=""noreferrer"">ZSH with globbing enabled</a>), so you may have to quote <code>&quot;HEAD^&quot;</code> or use <code>HEAD~1</code> in those cases.</p>
<p><code>git reset</code> without a <code>--hard</code> or <code>--soft</code> moves your <code>HEAD</code> to point to the specified commit, without changing any files. <code>HEAD^</code> refers to the (first) parent commit of your current commit, which in your case is the commit before the temporary one.</p>
<p>Note that another option is to carry on as normal, and then at the next commit point instead run:</p>
<pre><code>git commit --amend [-m … etc]
</code></pre>
<p>which will instead <em>edit</em> the most recent commit, having the same effect as above.</p>
<p>Note that this (as with nearly every git answer) can cause problems if you've already pushed the bad commit to a place where someone else may have pulled it from. Try to avoid that</p>
"
"10228760","How do I fix a Git detached head?","<p>I was doing some work in my repository and noticed a file had local changes. I didn't want them anymore so I deleted the file, thinking I can just checkout a fresh copy. I wanted to do the Git equivalent of</p>

<pre><code>svn up .
</code></pre>

<p>Using <code>git pull</code> didn't seem to work. Some random searching led me to a site where someone recommended doing</p>

<pre><code>git checkout HEAD^ src/
</code></pre>

<p>(<code>src</code> is the directory containing the deleted file).</p>

<p><strong>Now I find out I have a detached head. I have no idea what that is. How can I undo?</strong></p>
","<git><git-detached-head>","10229202","<p>Detached head means you are no longer on a branch, you have checked out a single commit in the history (in this case the commit previous to HEAD, i.e. HEAD^).</p>
<h2>If you want to <em>keep</em> your changes associated with the detached HEAD</h2>
<ol>
<li>Run <code>git branch tmp</code> - this will save your changes in a new branch called <code>tmp</code>.</li>
<li>Run <code>git checkout master</code></li>
<li>If you would like to incorporate the changes you made into <code>master</code>, run <code>git merge tmp</code> from the <code>master</code> branch. You should be on the <code>master</code> branch after running <code>git checkout master</code>.</li>
</ol>
<h2>If you want to <em>delete</em> your changes associated with the detached HEAD</h2>
<p>You only need to checkout the branch you were on, e.g.</p>
<pre><code>git checkout master
</code></pre>
<p>Next time you have changed a file and want to restore it to the state it is in the index, don't delete the file first, just do</p>
<pre><code>git checkout -- path/to/foo
</code></pre>
<p>This will restore the file foo to the state it is in the index.</p>
"
"1521462","Looping through the content of a file in Bash","<p>How do I iterate through each line of a text file with <a href=""https://en.wikipedia.org/wiki/Bash_(Unix_shell)"" rel=""noreferrer"">Bash</a>?</p>

<p>With this script:</p>

<pre><code>echo ""Start!""
for p in (peptides.txt)
do
    echo ""${p}""
done
</code></pre>

<p>I get this output on the screen:</p>

<pre><code>Start!
./runPep.sh: line 3: syntax error near unexpected token `('
./runPep.sh: line 3: `for p in (peptides.txt)'
</code></pre>

<p>(Later I want to do something more complicated with <code>$p</code> than just output to the screen.)</p>

<hr>

<p>The environment variable <strong>SHELL</strong> is (from env):</p>

<pre><code>SHELL=/bin/bash
</code></pre>

<p><code>/bin/bash --version</code> output:</p>

<pre><code>GNU bash, version 3.1.17(1)-release (x86_64-suse-linux-gnu)
Copyright (C) 2005 Free Software Foundation, Inc.
</code></pre>

<p><code>cat /proc/version</code> output:</p>

<pre><code>Linux version 2.6.18.2-34-default (geeko@buildhost) (gcc version 4.1.2 20061115 (prerelease) (SUSE Linux)) #1 SMP Mon Nov 27 11:46:27 UTC 2006
</code></pre>

<p>The file peptides.txt contains:</p>

<pre><code>RKEKNVQ
IPKKLLQK
QYFHQLEKMNVK
IPKKLLQK
GDLSTALEVAIDCYEK
QYFHQLEKMNVKIPENIYR
RKEKNVQ
VLAKHGKLQDAIN
ILGFMK
LEDVALQILL
</code></pre>
","<linux><bash><unix><io><sh>","1521498","<p>One way to do it is:</p>

<pre><code>while read p; do
  echo ""$p""
done &lt;peptides.txt
</code></pre>

<p>As pointed out in the comments, this has the side effects of trimming leading whitespace, interpreting backslash sequences, and skipping the last line if it's missing a terminating linefeed. If these are concerns, you can do:</p>

<pre><code>while IFS="""" read -r p || [ -n ""$p"" ]
do
  printf '%s\n' ""$p""
done &lt; peptides.txt
</code></pre>

<hr>

<p>Exceptionally, if the <a href=""https://unix.stackexchange.com/questions/107800/using-while-loop-to-ssh-to-multiple-servers"">loop body may read from standard input</a>, you can open the file using a different file descriptor:</p>

<pre><code>while read -u 10 p; do
  ...
done 10&lt;peptides.txt
</code></pre>

<p>Here, 10 is just an arbitrary number (different from 0, 1, 2).</p>
"
"2862590","How to replace master branch in Git, entirely, from another branch?","<p>I have two branches in my Git repository:</p>

<ol>
<li><code>master</code></li>
<li><code>seotweaks</code> (created originally from <code>master</code>)</li>
</ol>

<p>I created <code>seotweaks</code> with the intention of quickly merging it back into <code>master</code>. However, that was three months ago and the code in this branch is 13 versions ahead of <code>master</code>.</p>

<p>It has effectively become our working master branch as all the code in <code>master</code> is more or less obsolete now.</p>

<p>Very bad practice I know, lesson learned.</p>

<p>Do you know how I can replace all of the contents of the <code>master</code> branch with those in <code>seotweaks</code>?</p>

<p>I could just delete everything in <code>master</code> and merge, but this does not feel like best practice.</p>
","<git><merge><git-branch>","2862938","<p>You should be able to use the “ours” merge strategy to overwrite master with seotweaks like this:</p>
<pre><code>git checkout master
git pull
git checkout seotweaks
git merge -s ours master
git checkout master
git merge seotweaks
</code></pre>
<p>The first two steps are a useful precaution to ensure your local copy of master is up-to-date. The result should be that your master is now essentially seotweaks.</p>
<p>(<code>-s ours</code> is short for <code>--strategy=ours</code>)</p>
<p>From <a href=""https://git-scm.com/docs/git-merge"" rel=""noreferrer"">the docs</a> about the 'ours' strategy:</p>
<blockquote>
<p>This resolves any number of heads, but the resulting tree of the merge is always that of the current branch head, effectively ignoring all changes from all other branches. It is meant to be used to supersede old development history of side branches. Note that this is different from the -Xours option to the recursive merge strategy.</p>
</blockquote>
<p>Update from comments: If you get fatal: <code>refusing to merge unrelated histories</code>, then change the fourth line to this: <code>git merge --allow-unrelated-histories -s ours master</code></p>
"
"954560","How does Git handle symbolic links?","<p>If I have a file or directory that is a symbolic link and I commit it to a Git repository, what happens to it?</p>

<p>I would assume that it leaves it as a symbolic link until the file is deleted and then if you pull the file back from an old version it just creates a normal file.</p>

<p>What does it do when I delete the file it references? Does it just commit the dangling link?</p>
","<git><version-control><symlink>","954575","<p>From <a href=""https://man7.org/linux/man-pages/man7/symlink.7.html"" rel=""noreferrer"">linux symlink manual</a> (assuming you are in Linux):</p>
<blockquote>
<p>A symbolic link is a special type of file whose contents are a string that is the pathname of another file, the file to which the link refers.  (The contents of a symbolic link can be read using readlink(2).)</p>
</blockquote>
<p>So a symbolic link is just another file, no different than a <code>README.md</code> or a <code>Makefile</code>. Git just stores the contents of the link (i.e. the aforementioned path of the file system object that it links to) in a 'blob' just like it would for any other file. It then stores the name, mode and type (including the fact that it is a symlink) in the tree object that represents its containing directory.</p>
<p>When you checkout a tree containing the link, it restores the object as a symlink regardless of whether the target file system object exists or not.</p>
<p>If you delete the file that the symlink references it doesn't affect the Git-controlled symlink in any way. You will have a dangling reference. It is up to the user to either remove or change the link to point to something valid if needed.</p>
"
